skill_0_accuracy, skill_1_accuracy, skill_2_accuracy, skill_3_accuracy, skill_0_precision, skill_1_precision, skill_2_precision, skill_3_precision, skill_0_recall, skill_1_recall, skill_2_recall, skill_3_recall, skill_0_f1_score, skill_1_f1_score, skill_2_f1_score, skill_3_f1_score
0.707031, 0.628906, 0.644531, 0.738281, 0.815315, 0.553265, 0.568966, 0.855204, 0.707031, 0.628906, 0.644531, 0.738281, 0.757322, 0.588665, 0.604396, 0.792453
